instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bhama, I was born on 13-11-1964, and my place of birth is Udhampur at 12:46, and my zodiac sign is pisces.","Ketu in 8th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bhavana, I was born on 15-10-1960, and my place of birth is Kolar at 12:2, and my zodiac sign is aries.","Saturn in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Guru, I was born on 19-07-1989, and my place of birth is Bikaner at 11:55, and my zodiac sign is leo.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ashay, I was born on 17-04-1995, and my place of birth is Gokal Pur  at 11:15, and my zodiac sign is sagittarius.","Sun in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Reena, I was born on 10-06-1963, and my place of birth is Thanjavur  at 3:13, and my zodiac sign is taurus.","Mars in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Vineet, I was born on 22-10-2000, and my place of birth is Agartala at 8:33, and my zodiac sign is virgo.","Venus in 1st House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Achyut, I was born on 30-03-1995, and my place of birth is Allahabad at 5:21, and my zodiac sign is capricorn.","Mars in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ardhendu, I was born on 08-06-1998, and my place of birth is Karimnagar  at 3:47, and my zodiac sign is gemini.","Jupiter in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bishakha, I was born on 21-12-1981, and my place of birth is Pelling at 16:47, and my zodiac sign is libra.","Rahu in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Dhariyithri, I was born on 23-06-1978, and my place of birth is Imphal at 13:33, and my zodiac sign is aquarius.","Ketu in 12th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Rajani, I was born on 11-08-1968, and my place of birth is Kishangarh  at 23:53, and my zodiac sign is cancer.","Venus in 12th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kamal, I was born on 31-12-1969, and my place of birth is Jalna  at 1:27, and my zodiac sign is scorpio.","Sun in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Inika, I was born on 25-05-1999, and my place of birth is Jhunjhunun  at 16:38, and my zodiac sign is pisces.","Saturn in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Deepika, I was born on 11-07-1961, and my place of birth is Hardoi  at 23:54, and my zodiac sign is aries.","Venus in 1st House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Roopa, I was born on 07-11-1977, and my place of birth is Jamuria  at 17:35, and my zodiac sign is leo.","Ketu in 12th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Brinda, I was born on 04-12-1949, and my place of birth is Bhubaneswar Town  at 17:14, and my zodiac sign is sagittarius.","Moon in 12th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hiba, I was born on 11-10-1948, and my place of birth is Unnao  at 1:49, and my zodiac sign is taurus.","Saturn in 2nd House so you should invest in Banking, Finance stocks. Some stocks in this field are ICICI Bank, Kotak Mahindra Bank, HDFC Bank, Axis Bank, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arup, I was born on 21-01-1946, and my place of birth is Chikmagalur at 23:53, and my zodiac sign is virgo.","Mercury in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Haaris, I was born on 16-11-1943, and my place of birth is Sonipat  at 4:10, and my zodiac sign is capricorn.","Sun in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Datarpreet, I was born on 29-02-1976, and my place of birth is Madurai at 9:21, and my zodiac sign is gemini.","Moon in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Charu, I was born on 07-03-1957, and my place of birth is Mira Bhayander  at 20:3, and my zodiac sign is libra.","Mercury in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Azha, I was born on 06-06-1965, and my place of birth is Rajahmundry at 0:28, and my zodiac sign is aquarius.","Jupiter in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Rajat, I was born on 24-10-1986, and my place of birth is Jaipur at 21:21, and my zodiac sign is cancer.","Jupiter in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Meera, I was born on 27-10-1959, and my place of birth is Bhimavaram  at 22:40, and my zodiac sign is scorpio.","Mercury in 12th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Dinesh, I was born on 19-07-1951, and my place of birth is Mangalore at 6:52, and my zodiac sign is pisces.","Jupiter in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Diksha, I was born on 02-08-1999, and my place of birth is Tirupati  at 20:28, and my zodiac sign is aries.","Mercury in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jahan, I was born on 17-12-1975, and my place of birth is Tumkur  at 15:32, and my zodiac sign is leo.","Rahu in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kajol, I was born on 05-06-1943, and my place of birth is Bhiwani  at 14:53, and my zodiac sign is sagittarius.","Mercury in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arun, I was born on 28-10-1993, and my place of birth is Hardwar  at 9:30, and my zodiac sign is taurus.","Mercury in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kaberi, I was born on 16-10-1960, and my place of birth is Baranagar  at 15:58, and my zodiac sign is virgo.","Mercury in 8th House so you should invest in Retail stocks. Some stocks in this field are V2 Retail, V-Mart Retail, Sai Silks (Kalamandir) Ltd, Spencer's Retail etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anshu, I was born on 25-11-1966, and my place of birth is Ghandinagar at 22:26, and my zodiac sign is capricorn.","Moon in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Pooja, I was born on 16-03-1984, and my place of birth is Ghazipur  at 2:21, and my zodiac sign is gemini.","Saturn in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Sunil, I was born on 16-12-1967, and my place of birth is Alwar at 8:9, and my zodiac sign is libra.","Mercury in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aakshi, I was born on 19-12-1978, and my place of birth is Amritsar at 17:51, and my zodiac sign is aquarius.","Sun in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Heena, I was born on 11-11-1984, and my place of birth is Madavaram  at 22:46, and my zodiac sign is cancer.","Sun in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ayan, I was born on 30-09-1989, and my place of birth is Akola  at 13:13, and my zodiac sign is scorpio.","Rahu in 12th House so you should invest in food stocks. Some stocks in this field are Britannia Industries, Hatsun Agro Products, Mrs. Bectors Food, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abhay, I was born on 28-01-1991, and my place of birth is Srinagar  at 20:44, and my zodiac sign is pisces.","Jupiter in 12th House so you should invest in foreign stocks. Some stocks in this field are NVIDIA, Microsoft, Apple, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hemant, I was born on 02-04-1957, and my place of birth is Patna at 10:56, and my zodiac sign is aries.","Sun in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Baghyawati, I was born on 20-03-1961, and my place of birth is Asansol at 23:7, and my zodiac sign is leo.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Latifah, I was born on 04-09-1973, and my place of birth is Bekal at 22:18, and my zodiac sign is sagittarius.","Mercury in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Henish, I was born on 07-12-1995, and my place of birth is Thiruvananthapuram  at 13:47, and my zodiac sign is taurus.","Saturn in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Indu, I was born on 17-07-1967, and my place of birth is Raipur at 0:34, and my zodiac sign is virgo.","Saturn in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is GangaRam, I was born on 17-11-1941, and my place of birth is Baidyabati  at 0:55, and my zodiac sign is capricorn.","Mars in 2nd House so you should invest in steel,energy stocks. Some stocks in this field are Jindal Steel and Power,Sarda Energy & Minerals, Electrotherm  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kalpi, I was born on 18-09-1987, and my place of birth is Thrissur  at 8:44, and my zodiac sign is gemini.","Jupiter in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Daiwik, I was born on 18-05-1943, and my place of birth is North Dum Dum  at 23:40, and my zodiac sign is libra.","Mars in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Karali, I was born on 09-09-1957, and my place of birth is Jodhpur  at 12:6, and my zodiac sign is aquarius.","Sun in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aakanksha, I was born on 07-11-1950, and my place of birth is Dzükou Valley at 4:23, and my zodiac sign is cancer.","Jupiter in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jalil, I was born on 12-09-1949, and my place of birth is Osmanabad  at 8:11, and my zodiac sign is scorpio.","Rahu in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ajaipal, I was born on 11-04-1977, and my place of birth is Raichur  at 21:5, and my zodiac sign is pisces.","Rahu in 10th House so you should invest in sports stocks. Some stocks in this field are the Madison Square Garden Company, Churchill Downs Incorporated, Formula One Group, PENN Entertainment etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Shubham, I was born on 13-09-1975, and my place of birth is Bhagalpur  at 1:47, and my zodiac sign is aries.","Moon in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Himanshu, I was born on 28-03-2001, and my place of birth is Tirunelveli  at 14:43, and my zodiac sign is leo.","Jupiter in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Garuda, I was born on 29-06-1995, and my place of birth is Nalgonda  at 23:48, and my zodiac sign is sagittarius.","Mercury in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aakesh, I was born on 09-08-1950, and my place of birth is Dindigul  at 6:34, and my zodiac sign is taurus.","Moon in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Hansika, I was born on 25-06-1996, and my place of birth is Tiruchirappalli  at 8:6, and my zodiac sign is virgo.","Mars in 10th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jagvi, I was born on 22-06-1943, and my place of birth is Kodaikanal at 10:21, and my zodiac sign is capricorn.","Jupiter in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Sunita, I was born on 16-01-1987, and my place of birth is Ichalkaranji  at 12:44, and my zodiac sign is gemini.","Mars in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Kasniya, I was born on 02-02-1950, and my place of birth is Berhampur at 2:48, and my zodiac sign is libra.","Venus in 7th House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Gunbir, I was born on 15-05-1993, and my place of birth is Ulhasnagar  at 18:56, and my zodiac sign is aquarius.","Ketu in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chinmay, I was born on 08-11-1964, and my place of birth is Nangloi Jat  at 9:34, and my zodiac sign is cancer.","Venus in 9th House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Harsha, I was born on 31-12-1945, and my place of birth is Kolar  at 9:41, and my zodiac sign is scorpio.","Venus in 3rd House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chandra, I was born on 04-07-1960, and my place of birth is Lucknow at 14:46, and my zodiac sign is pisces.","Venus in 12th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Antara, I was born on 14-04-1960, and my place of birth is Ambala at 15:44, and my zodiac sign is aries.","Ketu in 10th House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Haniya, I was born on 04-07-1976, and my place of birth is Hassan  at 20:8, and my zodiac sign is leo.","Venus in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anchal, I was born on 14-11-1994, and my place of birth is Almora at 2:4, and my zodiac sign is sagittarius.","Venus in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ananya, I was born on 07-01-1973, and my place of birth is Warangal at 2:15, and my zodiac sign is taurus.","Rahu in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Husain, I was born on 05-05-1979, and my place of birth is Vishakhapatnam at 20:26, and my zodiac sign is virgo.","Mars in 2nd House so you should invest in steel,energy stocks. Some stocks in this field are Jindal Steel and Power,Sarda Energy & Minerals, Electrotherm  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Deepshikha, I was born on 22-07-1974, and my place of birth is Etah  at 9:9, and my zodiac sign is capricorn.","Venus in 2nd House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Eshwaritha, I was born on 08-01-1966, and my place of birth is Noida at 11:58, and my zodiac sign is gemini.","Rahu in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Devika, I was born on 24-11-1981, and my place of birth is Pune at 13:58, and my zodiac sign is libra.","Ketu in 1st House so you should invest in spritual stocks. Some stocks in this field are Divine Dance, Blissful Balance, Sacred Space, Awakened Journeys, etc ."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Farah, I was born on 25-02-1984, and my place of birth is Chilika at 22:5, and my zodiac sign is aquarius.","Venus in 1st House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Gathika, I was born on 21-01-1979, and my place of birth is Tezpur at 13:29, and my zodiac sign is cancer.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Divya, I was born on 30-03-1978, and my place of birth is Siwan  at 21:35, and my zodiac sign is scorpio.","Sun in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Anirudh, I was born on 09-01-1942, and my place of birth is New Delhi at 8:55, and my zodiac sign is pisces.","Moon in 2nd House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Divyanshika, I was born on 12-04-1967, and my place of birth is Pallavaram  at 21:55, and my zodiac sign is aries.","Mercury in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Goswami, I was born on 17-05-1977, and my place of birth is Moga  at 18:16, and my zodiac sign is leo.","Mercury in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Amrit, I was born on 24-02-1987, and my place of birth is Dwarka at 19:57, and my zodiac sign is sagittarius.","Sun in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Debyendu, I was born on 16-05-1958, and my place of birth is Moradabad  at 1:22, and my zodiac sign is taurus.","Jupiter in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ishanvi, I was born on 20-10-1949, and my place of birth is Varkala at 22:35, and my zodiac sign is virgo.","Rahu in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Akshay, I was born on 27-06-1998, and my place of birth is Amroha  at 21:56, and my zodiac sign is capricorn.","Jupiter in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Joy, I was born on 30-03-1987, and my place of birth is Bidar at 18:2, and my zodiac sign is gemini.","Mercury in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Devbrat, I was born on 11-08-1971, and my place of birth is Itanagar at 7:43, and my zodiac sign is libra.","Moon in 2nd House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
